2025-11-11	README.md
2025-11-11	docs/00_project_context.md
2025-11-11	docs/chat_template.md
2025-11-11	gas/sites/backup/index-bootstrapA.html
2025-11-11	gas/sites/detail
2025-11-11	gas/sites/edit.html
2025-11-11	gas/sites/index.html
2025-11-11	gas/sites/main.gs
2025-11-15	docs/readme.md
2025-11-15	gas/sites/howto.html
2025-11-15	gas/sites/policy
2025-11-15	gas/sites/policy.html
2025-11-19	docs/1119memo
2025-11-19	gas/sites/owner
2025-11-19	gas/sites/owner_edit_gate.html
2025-11-22	docs/1122memo
2025-11-23	docs/1123sumahomemo
2025-11-24	config.js
2025-11-24	detail.html
2025-11-24	edit.html
2025-11-24	gas/sites/Index.html
2025-11-24	howto.html
2025-11-24	index.html
2025-11-24	policy.html
2025-11-25	icon-192.png
2025-11-25	icon-512.png
2025-11-25	logo_horizontal.png
2025-11-25	logo_vertical.png
2025-11-25	manifest.json
2025-11-26	main.gs
2025-11-26	registro500giappone_card.png
2025-12-09	map_data.js
2025-12-09	mappa.html
2025-12-09	news.html
2025-12-10	map.png
2025-12-10	prefectures.json
2025-12-10	test_map.html
2025-12-29	config_test.js
2025-12-29	stats.html
2025-12-31	Logo_horizontal2026.png
2025-12-31	logo_vertical2026.png
2026-01-01	logo_horizontal2026.png
2026-01-02	event.html
2026-01-09	test.html
2026-01-16	parts.html
2026-01-18	100dai1.png
2026-01-18	100dai2.png
2026-01-19	indexsub.html
2026-01-19	logo_horizontal100.png
2026-01-19	logo_horizontal101.png
2026-01-30	parts.js
2026-01-31	.trae/.ignore
2026-01-31	docs/news_insert_20260131.sql
2026-01-31	docs/news_insert_corrected.sql
2026-01-31	docs/supabase_schema_relations.sql
2026-01-31	docs/supabase_schema_relations_v2.sql
2026-01-31	style.css
2026-02-04	CLAUDE.md
2026-02-07	parts-guide.html
2026-02-11	spot.css
2026-02-11	spot.html
2026-02-11	spot.js
2026-02-11	spots_api.gs
2026-02-12	spot-guide.html
2026-02-13	.gitignore
2026-02-16	report.html
2026-02-18	126/index.html
2026-02-18	126_migration.sql
2026-02-18	logo_horizontal126.png
2026-02-18	logo_vertical126.png
2026-02-19	.mcp.json.example
2026-02-19	howto-homescreen.html
2026-02-20	survey-results.html
2026-02-21	.github/workflows/daily-parts-update.yml
2026-02-21	py/.gitignore
2026-02-21	py/ai_marathon_final_v9.py
2026-02-21	py/autobella_crawler.py
2026-02-21	py/mrfiat_crawler.py
2026-02-21	py/ricambio_crawler.py
2026-02-21	scripts/setup-task-scheduler.ps1
2026-02-21	scripts/weekly-selenium.bat
2026-02-21	survey-results.html
2026-02-25	126/manifest.json
2026-02-25	appsscript.json
2026-02-25	logo_horizontal126_1200.png
2026-02-25	logo_vertical126_180.png
2026-02-25	logo_vertical126_192.png
2026-02-25	logo_vertical126_512.png
2026-02-25	spots_api.js
2026-02-27	spot_schedule.html
2026-03-02	API_REFERENCE.md
2026-03-02	BACKUP_POLICIES.md
2026-03-02	DEPLOY.md
2026-03-02	FUTURE_ARCHITECTURE.md
2026-03-02	PARTS_OPTIMIZATION_PLAN.md
2026-03-02	REGISTRO126_IMPLEMENTATION.md
2026-03-02	SPOT_FEATURE_SPEC.md
2026-03-02	database_schema.sql
2026-03-02	rls_policies.sql
2026-03-02	supabase/.temp/cli-latest
2026-03-02	supabase/functions/detect-license-plate/index.ts
2026-03-05	garage-notes.html
2026-03-05	parts-shops.html
2026-03-06	.github/workflows/crawl-axel.yml
2026-03-06	.github/workflows/crawl-dangelo.yml
2026-03-06	.github/workflows/crawl-euro.yml
2026-03-06	.github/workflows/crawl-fd.yml
2026-03-06	.github/workflows/crawl-passione.yml
2026-03-06	.vercelignore
2026-03-06	docs/parts-data-spec.md
2026-03-06	py/axel_full_search.py
2026-03-06	py/crawler_utils.py
2026-03-06	py/dangelo_recon.py
2026-03-06	py/euro_search.py
2026-03-06	py/parts_search_v2.py
2026-03-06	py/passione_recon.py
2026-03-06	py/requirements.txt
2026-03-06	py/run_all.py
2026-03-07	support.html
2026-03-30	_headers
2026-04-04	py/run_fd_ricambi.bat
2026-04-05	goods.html
2026-04-05	robots.txt
2026-04-05	sitemap.xml
2026-04-06	napdesign-hero-bg.jpg
2026-04-06	napdesign-logo.png
2026-04-06	napdesign-ornament.png
2026-04-06	napdesign-shiftboot.jpg
2026-04-06	napdesign.html
2026-04-08	_redirects
2026-04-09	napdesign-photos/beercan-abarth-1.jpg
2026-04-09	napdesign-photos/beercan-abarth-2.jpg
2026-04-09	napdesign-photos/beercan-sold-1.jpg
2026-04-09	napdesign-photos/beercan-sold-2.jpg
2026-04-09	napdesign-photos/cardcase.jpg
2026-04-09	napdesign-photos/coincase.jpg
2026-04-09	napdesign-photos/doorstrap-1.jpg
2026-04-09	napdesign-photos/doorstrap-2.jpg
2026-04-09	napdesign-photos/doorstrap-3.jpg
2026-04-09	napdesign-photos/doorstrap-4.jpg
2026-04-09	napdesign-photos/intro-magazine-1.jpg
2026-04-09	napdesign-photos/intro-magazine-2.jpg
2026-04-09	napdesign-photos/intro-magazine-3.jpg
2026-04-09	napdesign-photos/intro-magazine-4.jpg
2026-04-09	napdesign-photos/intro-magazine-5.jpg
2026-04-09	napdesign-photos/intro-magazine-6.jpg
2026-04-09	napdesign-photos/intro-magazine-7.jpg
2026-04-09	napdesign-photos/intro-magazine-8.jpg
2026-04-09	napdesign-photos/intro-mural-1.jpg
2026-04-09	napdesign-photos/intro-mural-2.jpg
2026-04-09	napdesign-photos/intro-mural-3.jpg
2026-04-09	napdesign-photos/intro-nap-illustration.jpg
2026-04-09	napdesign-photos/pencase-1.jpg
2026-04-09	napdesign-photos/pencase-2.jpg
2026-04-09	napdesign-photos/shiftboot-1.jpg
2026-04-09	napdesign-photos/shiftboot-2.jpg
2026-04-09	napdesign-photos/shiftboot-3.jpg
2026-04-09	napdesign-photos/shiftboot-4.jpg
2026-04-09	napdesign-photos/shiftboot-5.jpg
2026-04-09	napdesign-photos/shiftboot-6.jpg
2026-04-09	napdesign-photos/shiftboot-7.jpg
2026-04-09	napdesign-photos/shiftboot-8.jpg
2026-04-09	napdesign-photos/sidebrake-1.jpg
2026-04-09	napdesign-photos/sidebrake-2.jpg
2026-04-09	napdesign-photos/sidebrake-3.jpg
2026-04-09	napdesign-photos/sidebrake-4.jpg
2026-04-09	napdesign-photos/smartphone-holder-1.jpg
2026-04-09	napdesign-photos/smartphone-holder-2.jpg
2026-04-09	napdesign-photos/smartphone-holder-3.jpg
2026-04-09	napdesign-photos/turnsignal.jpg
2026-04-09	napdesign-photos/visor-1.jpg
2026-04-09	napdesign-photos/visor-2.jpg
2026-04-09	napdesign-photos/visor-3.jpg
